Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
210 ST & 72 AVE,Casualty,LANGLEY,2018,1,49.133345,-122.640147
212 ST & 83 AVE,Casualty,LANGLEY,2018,1,49.152614,-122.634978
212 ST & 93 AVE,Casualty,LANGLEY,2018,1,49.171208,-122.635342
212 ST & WALNUT GROVE DR,Casualty,LANGLEY,2018,1,49.166298,-122.634787
212A ST & 93 AVE,Casualty,LANGLEY,2018,1,49.171511,-122.633178
213 ST & 96 AVE,Casualty,LANGLEY,2018,1,49.176927,-122.630875
214 ST & 86A CRES,Casualty,LANGLEY,2018,1,49.159566,-122.629532
214B ST & 88 AVE,Casualty,LANGLEY,2018,1,49.162034,-122.627573
216 ST & 24 AVE,Casualty,LANGLEY,2018,1,49.045756,-122.624973
216 ST & 46 AVE,Casualty,LANGLEY,2018,1,49.085853,-122.624696
216 ST & 50 AVE,Casualty,LANGLEY,2018,1,49.093054,-122.624641
216 ST & 6 AVE,Casualty,LANGLEY,2018,1,49.013138,-122.625122
216 ST & 76 AVE,Casualty,LANGLEY,2018,1,49.140121,-122.624198
216 ST & 88B AVE,Casualty,LANGLEY,2018,1,49.163732,-122.624054
216 ST & TRANS-CANADA HWY,Casualty,LANGLEY,2018,1,49.152519,-122.624122
217A ST & 48 AVE,Casualty,LANGLEY,2018,1,49.089409,-122.621643
217A ST & 88 AVE,Casualty,LANGLEY,2018,1,49.162196,-122.620651
218 ST & 52 AVE,Casualty,LANGLEY,2018,1,49.096756,-122.619027
219 ST & 52 AVE & ACCESS ROAD,Casualty,LANGLEY,2018,1,49.096797,-122.616148
221 ST & FRASER HWY,Casualty,LANGLEY,2018,1,49.092485,-122.611642
221A ST & 222 ST & 47 AVE,Casualty,LANGLEY,2018,1,49.087277,-122.60788
221A ST & 52 AVE,Casualty,LANGLEY,2018,1,49.096882,-122.610295
222 ST & 96 AVE,Casualty,LANGLEY,2018,1,49.176955,-122.607107
222A ST & 46A AVE,Casualty,LANGLEY,2018,1,49.086507,-122.606991
222A ST & 88 AVE,Casualty,LANGLEY,2018,1,49.162815,-122.606969
223 ST & 51 AVE,Casualty,LANGLEY,2018,1,49.094959,-122.607075
223A ST & FRASER HWY,Casualty,LANGLEY,2018,1,49.090748,-122.605416
224 ST & 24 AVE,Casualty,LANGLEY,2018,1,49.045347,-122.604003
224 ST & 37A AVE,Casualty,LANGLEY,2018,1,49.070022,-122.603831
224 ST & 40 AVE,Casualty,LANGLEY,2018,1,49.074748,-122.603728
224 ST & FRASER HWY,Casualty,LANGLEY,2018,1,49.090155,-122.603485
230 ST & 72 AVE,Casualty,LANGLEY,2018,1,49.133597,-122.586495
232 ST & 232 ST OFFRAMP,Casualty,LANGLEY,2018,1,49.13596,-122.581338
232 ST & 24 AVE,Casualty,LANGLEY,2018,1,49.045272,-122.581816
232 ST & 40 AVE,Casualty,LANGLEY,2018,1,49.074624,-122.581423
232 ST & 80 AVE,Casualty,LANGLEY,2018,1,49.148211,-122.58107
236 ST & 52 AVE,Casualty,LANGLEY,2018,1,49.096731,-122.570199
238 ST & 52 AVE,Casualty,LANGLEY,2018,1,49.09672,-122.564677
24 AVE & 256 ST,Casualty,LANGLEY,2018,1,49.04524,-122.514678
24 AVE & 268 ST,Casualty,LANGLEY,2018,1,49.045854,-122.481563
240 ST & 40 AVE,Casualty,LANGLEY,2018,1,49.073901,-122.559186
240 ST & 48 AVE,Casualty,LANGLEY,2018,1,49.089329,-122.559107
240 ST & 88 AVE,Casualty,LANGLEY,2018,1,49.162463,-122.555618
240 ST & RAWLISON CRES,Casualty,LANGLEY,2018,1,49.15563,-122.559877
240 ST & RIVER RD,Casualty,LANGLEY,2018,1,49.165512,-122.554765
244 ST & 40 AVE,Casualty,LANGLEY,2018,1,49.074482,-122.548067
244 ST & 56 AVE,Casualty,LANGLEY,2018,1,49.104103,-122.548343
248 ST & 40 AVE,Casualty,LANGLEY,2018,1,49.074418,-122.53692
248 ST & 48 AVE,Casualty,LANGLEY,2018,1,49.089298,-122.537095
252 ST & 56 AVE,Casualty,LANGLEY,2018,1,49.104001,-122.526156
256 ST & 48 AVE,Casualty,LANGLEY,2018,1,49.089345,-122.51503
256 ST & 88 AVE,Casualty,LANGLEY,2018,1,49.161699,-122.514059
262 ST & FRASER HWY,Casualty,LANGLEY,2018,1,49.060419,-122.498181
264 ST & 28 AVE,Casualty,LANGLEY,2018,1,49.053061,-122.492648
264 ST & 4 AVE,Casualty,LANGLEY,2018,1,49.009491,-122.492593
264 ST & 58 AVE,Casualty,LANGLEY,2018,1,49.107564,-122.492737
264 ST & 60 AVE,Casualty,LANGLEY,2018,1,49.111194,-122.492717
264 ST & 69 AVE,Casualty,LANGLEY,2018,1,49.127544,-122.492628
264 ST & 72 AVE,Casualty,LANGLEY,2018,1,49.133031,-122.492642
265A ST & FRASER HWY,Casualty,LANGLEY,2018,1,49.059254,-122.489479
268 ST & GLOUCESTER WAY,Casualty,LANGLEY,2018,1,49.100378,-122.482648
268A ST & 29 AVE & ALDERGROVE SECONDARY SCHOOL ACCESS,Casualty,LANGLEY,2018,1,49.055595,-122.481023
272 ST & 35A AVE,Casualty,LANGLEY,2018,1,49.066403,-122.470774
272 ST & 48 AVE,Casualty,LANGLEY,2018,1,49.093585,-122.469585
272 ST & 58 AVE,Casualty,LANGLEY,2018,1,49.106824,-122.470503
272 ST & 6 AVE,Casualty,LANGLEY,2018,1,49.013285,-122.47332
272 ST & 64 AVE,Casualty,LANGLEY,2018,1,49.118004,-122.471176
272 ST & 80 AVE,Casualty,LANGLEY,2018,1,49.147093,-122.472296
273 ST & 32 AVE,Casualty,LANGLEY,2018,1,49.060487,-122.467976
275 ST & 48 AVE,Casualty,LANGLEY,2018,1,49.090109,-122.462326
56 AVE & GLOVER RD & MALL ACCESS,Casualty,LANGLEY,2018,1,49.105191,-122.654772
56 AVE & SALT LANE,Casualty,LANGLEY,2018,1,49.104773,-122.652936
62 AVE & WILLOWBROOK DR,Casualty,LANGLEY,2018,1,49.115266,-122.666002
76 AVE & MORRISON CRES,Casualty,LANGLEY,2018,1,49.140719,-122.632296
76A AVE & GLOVER RD & LABONTE AVE,Casualty,LANGLEY,2018,1,49.142645,-122.602886
88 AVE & WRIGHT ST,Casualty,LANGLEY,2018,1,49.162791,-122.593095
96 AVE & SMITH PL,Casualty,LANGLEY,2018,1,49.171638,-122.588236
96 AVE & TELEGRAPH TRAIL & TURNING LANE,Casualty,LANGLEY,2018,1,49.176991,-122.672256
96 AVE & YEOMANS CRES,Casualty,LANGLEY,2018,1,49.176943,-122.637722
BILLY BROWN RD & GLOVER RD,Casualty,LANGLEY,2018,1,49.170745,-122.577369
DOUGLAS CRES & PARK AVE,Casualty,LANGLEY,2018,1,49.103181,-122.654191
FRANCIS AVE & GLOVER RD,Casualty,LANGLEY,2018,1,49.167104,-122.581317
GABRIEL LANE & GLOVER RD,Casualty,LANGLEY,2018,1,49.174566,-122.573176
GLOVER RD & MARY AVE,Casualty,LANGLEY,2018,1,49.16919,-122.579077
GLOVER RD & MAXWELL CRES,Casualty,LANGLEY,2018,1,49.128217,-122.622331
GLOVER RD & SMITH CRES,Casualty,LANGLEY,2018,1,49.129143,-122.620983
GLOVER RD & ST ANDREWS AVE,Casualty,LANGLEY,2018,1,49.166488,-122.582002
GLOVER RD & WORRELL CRES,Casualty,LANGLEY,2018,1,49.123795,-122.628718
KWANTLEN CRES & LANGLEY BYPASS,Casualty,LANGLEY,2018,1,49.107964,-122.642859
LANGLEY BYPASS & UNNAMED LANE,Casualty,LANGLEY,2018,1,49.113185,-122.649609
WAYBURNE CRES & WILDING CRES,Casualty,LANGLEY,2018,1,49.123747,-122.675834
0 AVE & 256 ST,Casualty,LANGLEY,2018,2,49.002315,-122.514714
16 AVE & 196 ST,Casualty,LANGLEY,2018,2,49.031097,-122.680297
16 AVE & 208 ST,Casualty,LANGLEY,2018,2,49.031213,-122.647165
16 AVE & 260 ST,Casualty,LANGLEY,2018,2,49.030912,-122.503583
196 ST & 70 AVE,Casualty,LANGLEY,2018,2,49.13005,-122.679547
196A ST & FRASER HWY,Casualty,LANGLEY,2018,2,49.112917,-122.677776
197 ST & WAKEFIELD DR,Casualty,LANGLEY,2018,2,49.12445,-122.676916
198B ST & 72 AVE,Casualty,LANGLEY,2018,2,49.13356,-122.672303
200 ST & 201 ST & TURNING LANE,Casualty,LANGLEY,2018,2,49.173334,-122.667481
200 ST & 36 AVE,Casualty,LANGLEY,2018,2,49.067408,-122.669508
200 ST & 53 AVE,Casualty,LANGLEY,2018,2,49.098462,-122.668738
200 ST & 55A AVE,Casualty,LANGLEY,2018,2,49.103212,-122.668865
200 ST & 8 AVE,Casualty,LANGLEY,2018,2,49.01659,-122.668836
200 ST & GRADE CRES & TURNING LANE,Casualty,LANGLEY,2018,2,49.092301,-122.668598
200 ST & INDUSTRIAL AVE,Casualty,LANGLEY,2018,2,49.110127,-122.668728
201 ST & 72 AVE,Casualty,LANGLEY,2018,2,49.133551,-122.664589
202 ST & 73A AVE,Casualty,LANGLEY,2018,2,49.135929,-122.662589
202A ST & 202B ST & 72 AVE,Casualty,LANGLEY,2018,2,49.13346,-122.661434
204 ST & 28 AVE,Casualty,LANGLEY,2018,2,49.052906,-122.658405
204 ST & 53 AVE,Casualty,LANGLEY,2018,2,49.098486,-122.656842
204 ST & DOUGLAS CRES,Casualty,LANGLEY,2018,2,49.103515,-122.656565
204 ST & UNNAMED LANE,Casualty,LANGLEY,2018,2,49.152241,-122.657031
206 ST & 84 AVE,Casualty,LANGLEY,2018,2,49.155503,-122.651429
206 ST & 96 AVE,Casualty,LANGLEY,2018,2,49.176976,-122.651048
207 ST & 82 AVE,Casualty,LANGLEY,2018,2,49.15166,-122.648905
207A ST & 84 AVE,Casualty,LANGLEY,2018,2,49.155462,-122.648031
208 ST & 42 AVE,Casualty,LANGLEY,2018,2,49.078301,-122.647321
208 ST & 47 AVE & GRADE CRES,Casualty,LANGLEY,2018,2,49.087627,-122.646916
208 ST & 82 AVE,Casualty,LANGLEY,2018,2,49.151613,-122.645764
208 ST & 87 AVE & TURNING LANE,Casualty,LANGLEY,2018,2,49.160922,-122.645756
208 ST & 90 AVE,Casualty,LANGLEY,2018,2,49.165872,-122.645771
211 ST & 81A AVE,Casualty,LANGLEY,2018,2,49.150212,-122.637865
216 ST & 52 AVE,Casualty,LANGLEY,2018,2,49.097655,-122.624556
216 ST & 58 AVE,Casualty,LANGLEY,2018,2,49.107542,-122.624476
216 ST & TELEGRAPH TRAIL,Casualty,LANGLEY,2018,2,49.157325,-122.624103
238 ST & 56 AVE,Casualty,LANGLEY,2018,2,49.104292,-122.564266
24 AVE & 240 ST,Casualty,LANGLEY,2018,2,49.045227,-122.559542
248 ST & 72 AVE & TELEGRAPH TRAIL,Casualty,LANGLEY,2018,2,49.133224,-122.536781
256 ST & FRASER HWY,Casualty,LANGLEY,2018,2,49.064379,-122.514772
256 ST & ROBERTSON CRES,Casualty,LANGLEY,2018,2,49.079944,-122.515079
262 ST & 30A AVE,Casualty,LANGLEY,2018,2,49.057723,-122.498153
264 ST & 29 AVE,Casualty,LANGLEY,2018,2,49.055429,-122.492665
264 ST & 88 AVE,Casualty,LANGLEY,2018,2,49.161968,-122.49263
264 ST & ROBERTSON CRES,Casualty,LANGLEY,2018,2,49.071792,-122.492864
268 ST & FRASER HWY & OLD YALE RD,Casualty,LANGLEY,2018,2,49.058741,-122.481704
272 ST & 40 AVE,Casualty,LANGLEY,2018,2,49.074948,-122.470887
272 ST & 8 AVE,Casualty,LANGLEY,2018,2,49.016903,-122.470716
276 ST & 28 AVE,Casualty,LANGLEY,2018,2,49.053124,-122.45976
48 AVE & FRASER HWY,Casualty,LANGLEY,2018,2,49.089503,-122.601738
56 AVE & FRASER HWY & MALL ACCESS,Casualty,LANGLEY,2018,2,49.105038,-122.657815
56 AVE & PRODUCTION WAY,Casualty,LANGLEY,2018,2,49.10438,-122.676678
96 AVE & GLOVER RD,Casualty,LANGLEY,2018,2,49.168338,-122.579992
96 AVE & MCKINNON CRES,Casualty,LANGLEY,2018,2,49.178114,-122.596539
DUNCAN WAY & GLOVER RD,Casualty,LANGLEY,2018,2,49.109099,-122.649496
16 AVE & 224 ST,Casualty,LANGLEY,2018,3,49.0309,-122.603699
16 AVE & 256 ST,Casualty,LANGLEY,2018,3,49.030585,-122.514729
196 ST & 32 AVE,Casualty,LANGLEY,2018,3,49.060125,-122.680548
196 ST & 64 AVE,Casualty,LANGLEY,2018,3,49.119071,-122.679946
196 ST & 70A AVE,Casualty,LANGLEY,2018,3,49.130932,-122.679535
197 ST & 64 AVE,Casualty,LANGLEY,2018,3,49.119056,-122.676986
198 ST & 56 AVE,Casualty,LANGLEY,2018,3,49.104371,-122.674362
198 ST & 92A AVE,Casualty,LANGLEY,2018,3,49.17086,-122.673971
200 ST & 28 AVE,Casualty,LANGLEY,2018,3,49.052899,-122.669465
200 ST & 32 AVE,Casualty,LANGLEY,2018,3,49.060142,-122.669543
200 ST & 44 AVE,Casualty,LANGLEY,2018,3,49.082154,-122.669051
200 ST & 50 AVE,Casualty,LANGLEY,2018,3,49.093443,-122.668619
200 ST & 81A AVE,Casualty,LANGLEY,2018,3,49.150909,-122.668279
202 ST & 86 AVE,Casualty,LANGLEY,2018,3,49.159162,-122.66158
202A ST & 80 AVE,Casualty,LANGLEY,2018,3,49.148176,-122.661374
203 ST & 53 AVE,Casualty,LANGLEY,2018,3,49.098457,-122.659838
204 ST & 40 AVE,Casualty,LANGLEY,2018,3,49.074665,-122.658538
204 ST & 82 AVE,Casualty,LANGLEY,2018,3,49.151782,-122.657031
206 ST & DOUGLAS CRES,Casualty,LANGLEY,2018,3,49.102643,-122.651788
207 ST & FRASER HWY,Casualty,LANGLEY,2018,3,49.102801,-122.648477
208 ST & 44 AVE,Casualty,LANGLEY,2018,3,49.082007,-122.647136
208 ST & 51B AVE,Casualty,LANGLEY,2018,3,49.096442,-122.646631
208 ST & 68 AVE,Casualty,LANGLEY,2018,3,49.126143,-122.646035
211B ST & 88 AVE,Casualty,LANGLEY,2018,3,49.162367,-122.634947
213A ST & 56 AVE,Casualty,LANGLEY,2018,3,49.104456,-122.631975
216 ST & 64 AVE,Casualty,LANGLEY,2018,3,49.119095,-122.624336
224 ST & 56 AVE,Casualty,LANGLEY,2018,3,49.104475,-122.604319
232 ST & 48 AVE,Casualty,LANGLEY,2018,3,49.08936,-122.581292
256 ST & 56 AVE,Casualty,LANGLEY,2018,3,49.104045,-122.515139
256 ST & 64 AVE,Casualty,LANGLEY,2018,3,49.118619,-122.514897
264 ST & 30A AVE,Casualty,LANGLEY,2018,3,49.05789,-122.492683
264 ST & 36 AVE,Casualty,LANGLEY,2018,3,49.067551,-122.492731
264 ST & 48 AVE,Casualty,LANGLEY,2018,3,49.089381,-122.492849
266B ST & 29 AVE,Casualty,LANGLEY,2018,3,49.055504,-122.485308
270 ST & FRASER HWY & TURNING LANE,Casualty,LANGLEY,2018,3,49.058205,-122.476549
271 ST & FRASER HWY,Casualty,LANGLEY,2018,3,49.058152,-122.472251
272 ST & 29 AVE,Casualty,LANGLEY,2018,3,49.055605,-122.470709
272 ST & GLOUCESTER WAY,Casualty,LANGLEY,2018,3,49.09808,-122.470707
65 AVE & WILLOWBROOK CONN,Casualty,LANGLEY,2018,3,49.120152,-122.652265
96 AVE & BILLY BROWN RD & TURNING LANE,Casualty,LANGLEY,2018,3,49.173869,-122.592334
FRASER HWY & LANDMARK WAY,Casualty,LANGLEY,2018,3,49.11115,-122.67377
16 AVE & 232 ST,Casualty,LANGLEY,2018,4,49.030659,-122.581921
196 ST & WILLOWBROOK DR & TURNING LANE,Casualty,LANGLEY,2018,4,49.116669,-122.678382
198 ST & WILLOWBROOK DR & MALL ACCESS,Casualty,LANGLEY,2018,4,49.116785,-122.674712
199A ST & 72 AVE,Casualty,LANGLEY,2018,4,49.133585,-122.670321
200 ST & 41 AVE,Casualty,LANGLEY,2018,4,49.076673,-122.669467
201 ST & 202 ST & TURNING LANE,Casualty,LANGLEY,2018,4,49.174258,-122.665357
201 ST & 86 AVE,Casualty,LANGLEY,2018,4,49.159181,-122.665205
201A ST & 56 AVE,Casualty,LANGLEY,2018,4,49.104304,-122.664144
201A ST & FRASER HWY,Casualty,LANGLEY,2018,4,49.106788,-122.664131
202 ST & LANGLEY BYPASS,Casualty,LANGLEY,2018,4,49.113321,-122.662264
203 ST & 62 AVE,Casualty,LANGLEY,2018,4,49.115165,-122.660167
203 ST & 65 AVE & MALL ACCESS,Casualty,LANGLEY,2018,4,49.120671,-122.660095
204 ST & 80 AVE,Casualty,LANGLEY,2018,4,49.148125,-122.656942
206 ST & FRASER HWY,Casualty,LANGLEY,2018,4,49.103534,-122.651169
207 ST & 96 AVE,Casualty,LANGLEY,2018,4,49.176975,-122.648981
