Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
BEAUMONT DR & HIGHLAND BLVD,Casualty,NORTH VANCOUVER,2018,1,49.343374,-123.095791
BEWICKE AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2018,1,49.322255,-123.091245
BOULEVARD CRES & E 19TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2018,1,49.32606,-123.056239
BOWSER AVE & MARINE DR,Casualty,NORTH VANCOUVER,2018,1,49.32392,-123.116151
BRAND ST & E 29TH ST,Casualty,NORTH VANCOUVER,2018,1,49.335639,-123.064436
BRIARLYNN CRES & E 20TH ST & VIEWLYNN DR,Casualty,NORTH VANCOUVER,2018,1,49.326603,-123.034778
BROOKSBANK AVE & CLOVERLEY ST,Casualty,NORTH VANCOUVER,2018,1,49.315181,-123.042179
BROWNING PL & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2018,1,49.311888,-123.007596
CALEDONIA AVE & DEEP COVE RD & GALLANT AVE,Casualty,NORTH VANCOUVER,2018,1,49.326775,-122.95194
CAPILANO PARK RD & CAPILANO RD & MT CROWN RD,Casualty,NORTH VANCOUVER,2018,1,49.34533,-123.111127
CAPILANO RD & CURLING RD,Casualty,NORTH VANCOUVER,2018,1,49.325219,-123.121453
CAPILANO RD & ELDON RD,Casualty,NORTH VANCOUVER,2018,1,49.34716,-123.111322
CAPILANO RD & WOODS DR,Casualty,NORTH VANCOUVER,2018,1,49.334666,-123.116002
CARNATION ST & EMERSON WAY,Casualty,NORTH VANCOUVER,2018,1,49.318061,-122.998081
CARRIE CATES CRT & LONSDALE AVE,Casualty,NORTH VANCOUVER,2018,1,49.310394,-123.080177
CHADWICK CRT & CHESTERFIELD PL,Casualty,NORTH VANCOUVER,2018,1,49.311032,-123.083971
CHARLOTTE RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,1,49.309731,-123.032282
CHESTERFIELD AVE & W 12TH ST & W 8TH ST,Casualty,NORTH VANCOUVER,2018,1,49.319206,-123.07567
CHESTERFIELD AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2018,1,49.323129,-123.075468
CHESTERFIELD AVE & W 23RD ST,Casualty,NORTH VANCOUVER,2018,1,49.330278,-123.075284
CHESTERFIELD AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2018,1,49.314018,-123.080955
CHESTERFIELD AVE & W 4TH ST,Casualty,NORTH VANCOUVER,2018,1,49.315569,-123.079373
CHESTERFIELD AVE & W 5TH ST,Casualty,NORTH VANCOUVER,2018,1,49.316449,-123.078496
CHESTERFIELD AVE & W KEITH RD,Casualty,NORTH VANCOUVER,2018,1,49.318268,-123.076589
CHIEF JIMMY HARRY DR & HUNTER ST & ORWELL ST,Casualty,NORTH VANCOUVER,2018,1,49.31062,-123.029442
CLIFFRIDGE AVE & MONTROYAL BLVD,Casualty,NORTH VANCOUVER,2018,1,49.356215,-123.100162
COLEMAN ST & HOSKINS RD,Casualty,NORTH VANCOUVER,2018,1,49.350745,-123.028391
COLUMBIA ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,1,49.302417,-123.032147
COLWOOD DR & FAIRMONT RD,Casualty,NORTH VANCOUVER,2018,1,49.337408,-123.098098
COLWOOD DR & W QUEENS RD,Casualty,NORTH VANCOUVER,2018,1,49.336642,-123.097662
COTTON RD & E 3RD ST,Casualty,NORTH VANCOUVER,2018,1,49.308351,-123.045676
COTTON RD & MAIN ST,Casualty,NORTH VANCOUVER,2018,1,49.306738,-123.038367
CROWN ST & HARBOUR AVE,Casualty,NORTH VANCOUVER,2018,1,49.308859,-123.03408
CROWN ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,1,49.308812,-123.031974
DELBROOK AVE & SAVILLE CRES & SILVERDALE PL,Casualty,NORTH VANCOUVER,2018,1,49.346182,-123.081278
DEMPSEY RD & NOTTINGHAM RD,Casualty,NORTH VANCOUVER,2018,1,49.347897,-123.030445
DOLLAR RD & N DOLLARTON HWY,Casualty,NORTH VANCOUVER,2018,1,49.307923,-122.953064
DOLLARTON HWY & FORESTER ST & TURNING LANE,Casualty,NORTH VANCOUVER,2018,1,49.306136,-123.010866
DOLLARTON HWY & RAVEN WOODS DR,Casualty,NORTH VANCOUVER,2018,1,49.304984,-122.972996
DOLLARTON HWY & RIVERSIDE DR W,Casualty,NORTH VANCOUVER,2018,1,49.305271,-123.019825
DONAGHY AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2018,1,49.318065,-123.096934
DORAN RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,1,49.344388,-123.037923
DOVERCOURT RD & HOSKINS RD & LYNN VALLEY RD,Casualty,NORTH VANCOUVER,2018,1,49.342224,-123.028695
DUCHESS AVE & E 29TH ST,Casualty,NORTH VANCOUVER,2018,1,49.335569,-123.053029
DUVAL RD & PETERS RD,Casualty,NORTH VANCOUVER,2018,1,49.34163,-123.022098
E 11TH ST & LONSDALE AVE & W 8TH ST,Casualty,NORTH VANCOUVER,2018,1,49.317895,-123.072561
E 13TH ST & GRAND BLVD W,Casualty,NORTH VANCOUVER,2018,1,49.319815,-123.057599
E 13TH ST & MOODY AVE,Casualty,NORTH VANCOUVER,2018,1,49.31984,-123.060025
E 15TH ST & GRAND BLVD W,Casualty,NORTH VANCOUVER,2018,1,49.321867,-123.057545
E 15TH ST & MOODY AVE,Casualty,NORTH VANCOUVER,2018,1,49.321946,-123.059987
E 16TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2018,1,49.322932,-123.056304
E 16TH ST & RUFUS AVE,Casualty,NORTH VANCOUVER,2018,1,49.32286,-123.046235
E 16TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,1,49.323052,-123.069175
E 18TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,1,49.325148,-123.069119
E 19TH ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,1,49.326164,-123.066004
E 23RD ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,1,49.330199,-123.068991
E 24TH ST & EMERY PL & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,1,49.330453,-123.03803
E 24TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,1,49.331195,-123.068966
E 25TH ST & E 25TH ST OFFRAMP & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,1,49.332295,-123.068908
E 27TH ST & LONSDALE AVE & W 27TH ST,Casualty,NORTH VANCOUVER,2018,1,49.334123,-123.072045
E 29TH ST & TEMPE CRES,Casualty,NORTH VANCOUVER,2018,1,49.335643,-123.06533
E 29TH ST & WILLIAM AVE,Casualty,NORTH VANCOUVER,2018,1,49.335544,-123.050449
E 2ND ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,1,49.310025,-123.07175
E 3RD ST & ST PATRICKS AVE,Casualty,NORTH VANCOUVER,2018,1,49.309494,-123.067977
E 4TH ST & LONSDALE AVE & W 4TH ST,Casualty,NORTH VANCOUVER,2018,1,49.314216,-123.076274
E 8TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2018,1,49.314594,-123.056534
E 9TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2018,1,49.315651,-123.056503
E 9TH ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,1,49.315758,-123.066232
E ESPLANADE & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,1,49.308467,-123.073361
E KEITH RD & GRAND BLVD W,Casualty,NORTH VANCOUVER,2018,1,49.313505,-123.057722
E KEITH RD & LYNNMOUTH AVE,Casualty,NORTH VANCOUVER,2018,1,49.313266,-123.03815
E KEITH RD & MOODY AVE,Casualty,NORTH VANCOUVER,2018,1,49.313525,-123.060116
E KEITH RD & RIDGEWAY AVE,Casualty,NORTH VANCOUVER,2018,1,49.31358,-123.063189
E OSBORNE RD & LONSDALE AVE & SANDRINGHAM CRES & W OSBORNE RD,Casualty,NORTH VANCOUVER,2018,1,49.340143,-123.071919
E ST JAMES RD & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,1,49.339255,-123.068583
EDGEMONT BLVD & NEWMARKET DR,Casualty,NORTH VANCOUVER,2018,1,49.33368,-123.096771
EDGEMONT BLVD & RIDGEWOOD DR,Casualty,NORTH VANCOUVER,2018,1,49.339355,-123.104454
FELL AVE & W 17TH ST,Casualty,NORTH VANCOUVER,2018,1,49.324398,-123.094557
FELL AVE & W 19TH ST,Casualty,NORTH VANCOUVER,2018,1,49.32644,-123.093596
FELL AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2018,1,49.320135,-123.094673
FORBES AVE & W 1ST ST & W ESPLANDE LANE,Casualty,NORTH VANCOUVER,2018,1,49.314709,-123.085936
FORBES AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2018,1,49.316154,-123.085872
FRIAR CRES & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2018,1,49.315854,-122.955537
FULLERTON AVE & GLENAIRE DR,Casualty,NORTH VANCOUVER,2018,1,49.328294,-123.122187
HANES AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2018,1,49.318088,-123.098913
HARBOURSIDE DR & HARBOURSIDE PL,Casualty,NORTH VANCOUVER,2018,1,49.314568,-123.096895
IRONWORKERS MEMORIAL BRIDGE & RAILWAY ST,Casualty,NORTH VANCOUVER,2018,1,49.302611,-123.026454
JONES AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2018,1,49.322172,-123.081638
KIRKSTONE RD & MAGNUSSEN PL & MOLLIE NYE WAY,Casualty,NORTH VANCOUVER,2018,1,49.330041,-123.047305
LINK ST & WILLIAM AVE,Casualty,NORTH VANCOUVER,2018,1,49.333695,-123.050488
LLOYD AVE & ROOSEVELT CRES & W 15TH ST,Casualty,NORTH VANCOUVER,2018,1,49.322016,-123.104963
LLOYD AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2018,1,49.320243,-123.105023
LYNN VALLEY RD & PETERS RD,Casualty,NORTH VANCOUVER,2018,1,49.341733,-123.029444
MAHON AVE & W 17TH ST,Casualty,NORTH VANCOUVER,2018,1,49.32421,-123.078518
MAIN ST & PHIBBS EXCHANGE,Casualty,NORTH VANCOUVER,2018,1,49.304836,-123.028236
MARINE DR & MOSQUITO CREEK LANE,Casualty,NORTH VANCOUVER,2018,1,49.320939,-123.0939
MONTROYAL BLVD & MONTROYAL PL,Casualty,NORTH VANCOUVER,2018,1,49.351722,-123.081803
MOUNTAIN HWY & OXFORD ST,Casualty,NORTH VANCOUVER,2018,1,49.306171,-123.032033
MOUNTAIN HWY & ROSS RD,Casualty,NORTH VANCOUVER,2018,1,49.336246,-123.037946
MOUNTAIN HWY & RUPERT ST,Casualty,NORTH VANCOUVER,2018,1,49.307953,-123.031978
MOUNTAIN HWY & SEYLYNN CRES,Casualty,NORTH VANCOUVER,2018,1,49.312141,-123.032576
MT SEYMOUR PKY & NORTHLANDS DR & TURNING LANE,Casualty,NORTH VANCOUVER,2018,1,49.315766,-122.9916
MT SEYMOUR PKY & PARKGATE AVE,Casualty,NORTH VANCOUVER,2018,1,49.315828,-122.974626
MT SEYMOUR PKY & PLYMOUTH DR,Casualty,NORTH VANCOUVER,2018,1,49.315701,-122.987434
OLD LILLOOET RD & PREMIER ST,Casualty,NORTH VANCOUVER,2018,1,49.316644,-123.02617
PAISLEY RD & RIDGEWOOD DR & SUNSET BLVD,Casualty,NORTH VANCOUVER,2018,1,49.339381,-123.107532
PEMBERTON AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2018,1,49.322044,-123.107785
PEMBERTON AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2018,1,49.316992,-123.107926
PEMBERTON AVE & W 26TH ST,Casualty,NORTH VANCOUVER,2018,1,49.333771,-123.107634
PEMBERTON AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2018,1,49.320257,-123.107835
ROGERS AVE & W ESPLANADE,Casualty,NORTH VANCOUVER,2018,1,49.311666,-123.080794
SECHELT DR & WHITMAN AVE,Casualty,NORTH VANCOUVER,2018,1,49.326003,-122.99769
SEMISCH AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2018,1,49.313853,-123.083365
STANLEY AVE & W QUEENS RD,Casualty,NORTH VANCOUVER,2018,1,49.336553,-123.085304
W 19TH ST & WESTVIEW DR,Casualty,NORTH VANCOUVER,2018,1,49.326389,-123.089468
W 22ND ST & WESTVIEW DR,Casualty,NORTH VANCOUVER,2018,1,49.329435,-123.088279
W QUEENS RD & WOODBINE DR,Casualty,NORTH VANCOUVER,2018,1,49.336658,-123.099247
WEYMOUTH DR & WILLIAM AVE,Casualty,NORTH VANCOUVER,2018,1,49.331423,-123.050532
4TH ST & W 2ND ST & W 3RD ST,Casualty,NORTH VANCOUVER,2018,2,49.319047,-123.089786
BROADVIEW DR & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2018,2,49.315778,-122.996468
BROOKSBANK AVE & E KEITH RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,2,49.313293,-123.040344
CALVERHALL ST & E KEITH RD,Casualty,NORTH VANCOUVER,2018,2,49.313429,-123.051238
CARRIE CATES CRT & CHESTERFIELD PL & W ESPLANDE LANE,Casualty,NORTH VANCOUVER,2018,2,49.311759,-123.083261
CHESTERFIELD AVE & W 17TH ST,Casualty,NORTH VANCOUVER,2018,2,49.324177,-123.075432
CHESTERFIELD AVE & W 18TH ST,Casualty,NORTH VANCOUVER,2018,2,49.325212,-123.075395
CHESTERFIELD AVE & W ST JAMES RD,Casualty,NORTH VANCOUVER,2018,2,49.339302,-123.075027
CLIFFMONT RD & DEEP COVE RD,Casualty,NORTH VANCOUVER,2018,2,49.323063,-122.953564
DEEP COVE RD & MT SEYMOUR PKY & N DOLLARTON HWY,Casualty,NORTH VANCOUVER,2018,2,49.315838,-122.953567
DEL RIO DR & W QUEENS RD,Casualty,NORTH VANCOUVER,2018,2,49.336594,-123.093079
DOLLARTON HWY & ELLIS ST,Casualty,NORTH VANCOUVER,2018,2,49.308811,-122.994112
E 13TH ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,2,49.319903,-123.06618
E 15TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,2,49.32204,-123.069198
E 16TH ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,2,49.322779,-123.038429
E 17TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2018,2,49.323986,-123.056279
E 17TH ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,2,49.324083,-123.066063
E 18TH ST & LONSDALE AVE & W 18TH ST,Casualty,NORTH VANCOUVER,2018,2,49.325178,-123.07224
E 19TH ST & GRAND BLVD,Casualty,NORTH VANCOUVER,2018,2,49.326098,-123.060336
E 19TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,2,49.326194,-123.069093
E 20TH ST & LONSDALE AVE & W 20TH ST,Casualty,NORTH VANCOUVER,2018,2,49.327252,-123.072188
E 27TH ST & FROMME RD & LYNN VALLEY RD,Casualty,NORTH VANCOUVER,2018,2,49.334069,-123.04381
E 29TH ST & ROYAL AVE & TEMPE GLEN DR,Casualty,NORTH VANCOUVER,2018,2,49.335573,-123.054682
E 2ND ST & LONSDALE AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2018,2,49.312668,-123.077854
E 3RD ST & QUEENSBURY AVE,Casualty,NORTH VANCOUVER,2018,2,49.308483,-123.057232
E 5TH ST & LONSDALE AVE & W 5TH ST,Casualty,NORTH VANCOUVER,2018,2,49.315089,-123.075356
E KEITH RD & LONSDALE AVE & W KEITH RD,Casualty,NORTH VANCOUVER,2018,2,49.317311,-123.073107
E KEITH RD & SHAVINGTON ST,Casualty,NORTH VANCOUVER,2018,2,49.313333,-123.0436
E KEITH RD & SUTHERLAND AVE,Casualty,NORTH VANCOUVER,2018,2,49.31347,-123.054801
EDGEMONT BLVD & HIGHLAND BLVD,Casualty,NORTH VANCOUVER,2018,2,49.337493,-123.101901
HAMILTON AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2018,2,49.323285,-123.099764
INDIAN RIVER CRES & INDIAN RIVER DR,Casualty,NORTH VANCOUVER,2018,2,49.32876,-122.963139
KIRKSTONE RD & LYNN VALLEY RD,Casualty,NORTH VANCOUVER,2018,2,49.331271,-123.049041
LYNN VALLEY RD & MORGAN RD,Casualty,NORTH VANCOUVER,2018,2,49.32934,-123.05269
MACGOWAN AVE & MARINE DR,Casualty,NORTH VANCOUVER,2018,2,49.323909,-123.114777
MAHON AVE & W 13TH ST,Casualty,NORTH VANCOUVER,2018,2,49.320046,-123.078619
MISSION RD & W 3RD ST,Casualty,NORTH VANCOUVER,2018,2,49.317949,-123.087399
MT SEYMOUR PKY & STRATHAVEN DR,Casualty,NORTH VANCOUVER,2018,2,49.315682,-122.985683
PEMBERTON AVE & WELCH ST,Casualty,NORTH VANCOUVER,2018,2,49.317544,-123.107919
ADDERLEY ST & E KEITH RD,Casualty,NORTH VANCOUVER,2018,3,49.3134,-123.04894
AMHERST AVE & DOLLARTON HWY & OLD DOLLARTON RD,Casualty,NORTH VANCOUVER,2018,3,49.305382,-123.018888
ARBORLYNN DR & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,3,49.317007,-123.036087
BOULEVARD CRES & LYNN VALLEY RD & TRANS-CANADA HWY,Casualty,NORTH VANCOUVER,2018,3,49.328823,-123.053581
BROOKSBANK AVE & E 5TH ST,Casualty,NORTH VANCOUVER,2018,3,49.310309,-123.040428
CAPILANO RD & EDGEMONT BLVD,Casualty,NORTH VANCOUVER,2018,3,49.343933,-123.112187
CAPILANO RD & GARDEN AVE,Casualty,NORTH VANCOUVER,2018,3,49.327335,-123.11913
CAPILANO RD & MONTROYAL BLVD,Casualty,NORTH VANCOUVER,2018,3,49.356181,-123.106134
CHESTERFIELD AVE & W 13TH ST,Casualty,NORTH VANCOUVER,2018,3,49.320023,-123.075547
CHESTERFIELD AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2018,3,49.322105,-123.075502
CHESTERFIELD AVE & W 19TH ST,Casualty,NORTH VANCOUVER,2018,3,49.326259,-123.07539
CHESTERFIELD AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2018,3,49.313211,-123.081809
DEMPSEY RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,3,49.348072,-123.037784
E 14TH ST & LONSDALE AVE,Casualty,NORTH VANCOUVER,2018,3,49.321018,-123.072348
E 1ST ST & LONSDALE AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2018,3,49.311867,-123.078673
E 21ST ST & LONSDALE AVE & W 21ST ST,Casualty,NORTH VANCOUVER,2018,3,49.328258,-123.072147
E 3RD ST & MOODY AVE,Casualty,NORTH VANCOUVER,2018,3,49.308505,-123.060243
E KEITH RD & GRAND BLVD E,Casualty,NORTH VANCOUVER,2018,3,49.313491,-123.056563
E KEITH RD & HENDRY AVE,Casualty,NORTH VANCOUVER,2018,3,49.313437,-123.051981
E KEITH RD & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,3,49.315554,-123.07045
EDGEMONT BLVD & FELL AVE & W 21ST ST,Casualty,NORTH VANCOUVER,2018,3,49.328456,-123.09261
EDGEMONT BLVD & W QUEENS RD,Casualty,NORTH VANCOUVER,2018,3,49.336662,-123.100791
FAIRWAY DR & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2018,3,49.315876,-122.957335
JONES AVE & LARSON CRES & W 23RD ST,Casualty,NORTH VANCOUVER,2018,3,49.330354,-123.081515
LILLOOET RD & PURCELL WAY,Casualty,NORTH VANCOUVER,2018,3,49.317565,-123.023979
LONSDALE AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2018,3,49.323097,-123.072295
LONSDALE AVE & W QUEENS RD,Casualty,NORTH VANCOUVER,2018,3,49.336525,-123.071991
MAHON AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2018,3,49.316122,-123.08324
MAHON AVE & W QUEENS RD,Casualty,NORTH VANCOUVER,2018,3,49.336526,-123.079619
MARINE DR & TATLOW AVE,Casualty,NORTH VANCOUVER,2018,3,49.323938,-123.117544
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Casualty,NORTH VANCOUVER,2018,3,49.315935,-122.968956
PHILIP AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2018,3,49.316573,-123.113659
BEWICKE AVE & LARSON RD & W 16TH ST & W 17TH ST,Casualty,NORTH VANCOUVER,2018,4,49.324341,-123.09107
CAPILANO CRES & CAPILANO RD & RIDGEWOOD DR,Casualty,NORTH VANCOUVER,2018,4,49.339494,-123.114523
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,Casualty,NORTH VANCOUVER,2018,4,49.336565,-123.088076
DOLLARTON HWY & MAIN ST,Casualty,NORTH VANCOUVER,2018,4,49.305126,-123.023867
E 13TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2018,4,49.319802,-123.056393
E 15TH ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,4,49.322011,-123.066122
E 1ST ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,4,49.310546,-123.075571
E 27TH ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,4,49.33335,-123.037883
E 29TH ST & LYNN VALLEY RD & VALLEY CENTRE AVE,Casualty,NORTH VANCOUVER,2018,4,49.335253,-123.041583
E 2ND ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,4,49.311335,-123.074771
E 3RD ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,4,49.312105,-123.074018
E 4TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,4,49.312891,-123.073184
E KEITH RD & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,4,49.314234,-123.0674
FORBES AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2018,4,49.317265,-123.085826
LILLOOET RD & OLD LILLOOET RD & TURNING LANE,Casualty,NORTH VANCOUVER,2018,4,49.313944,-123.02443
LLOYD AVE & MARINE DR,Casualty,NORTH VANCOUVER,2018,4,49.323815,-123.104899
MACKAY RD & W 1ST ST,Casualty,NORTH VANCOUVER,2018,4,49.318129,-123.102393
MARINE DR & W 16TH ST,Casualty,NORTH VANCOUVER,2018,4,49.323308,-123.100508
BEWICKE AVE & MARINE DR & W 3RD ST & W KEITH RD,Casualty,NORTH VANCOUVER,2018,5,49.320038,-123.091403
BEWICKE AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2018,5,49.319051,-123.091577
BROOKSBANK AVE & COTTON RD,Casualty,NORTH VANCOUVER,2018,5,49.307214,-123.040515
CAPILANO RD & FULLERTON AVE,Casualty,NORTH VANCOUVER,2018,5,49.326608,-123.11985
E 12TH ST & LONSDALE AVE & W 12TH ST,Casualty,NORTH VANCOUVER,2018,5,49.318952,-123.072398
E 13TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,5,49.319934,-123.069253
E 17TH ST & LONSDALE AVE & W 17TH ST,Casualty,NORTH VANCOUVER,2018,5,49.324144,-123.072267
E 17TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2018,5,49.324114,-123.069146
E 3RD ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2018,5,49.310787,-123.070952
E ESPLANADE & LONSDALE AVE & W ESPLANADE,Casualty,NORTH VANCOUVER,2018,5,49.311047,-123.079495
JONES AVE & W KEITH RD,Casualty,NORTH VANCOUVER,2018,5,49.31999,-123.081725
BRIDGMAN AVE & MARINE DR,Casualty,NORTH VANCOUVER,2018,6,49.323878,-123.110573
CAPILANO RD & W 21ST ST,Casualty,NORTH VANCOUVER,2018,6,49.328954,-123.118047
CHESTERFIELD AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2018,6,49.314795,-123.080147
COTTON RD & GLADSTONE AVE,Casualty,NORTH VANCOUVER,2018,6,49.308007,-123.04368
E 3RD ST & KENNARD AVE & LOW LEVEL RD,Casualty,NORTH VANCOUVER,2018,6,49.308338,-123.046948
FELL AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2018,6,49.318039,-123.094731
FELL LANE & HANES AVE & MARINE DR,Casualty,NORTH VANCOUVER,2018,6,49.322336,-123.097965
GLADWIN DR & LLOYD AVE & TRANS-CANADA HWY & TURNING LANE,Casualty,NORTH VANCOUVER,2018,6,49.332725,-123.104711
HAMILTON AVE & MARINE DR & W 16TH ST & TURNING LANE,Casualty,NORTH VANCOUVER,2018,6,49.323112,-123.100131
LYNN VALLEY RD & MOUNTAIN HWY & TURNING LANE,Casualty,NORTH VANCOUVER,2018,6,49.337044,-123.038214
MARINE DR & PHILIP AVE,Casualty,NORTH VANCOUVER,2018,6,49.323893,-123.113368
W 23RD ST & WESTVIEW DR,Casualty,NORTH VANCOUVER,2018,6,49.330409,-123.088198
E 19TH ST & LONSDALE AVE & W 19TH ST,Casualty,NORTH VANCOUVER,2018,7,49.326226,-123.072214
E 20TH ST & KIRKSTONE RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,7,49.327144,-123.038238
FELL AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2018,7,49.323237,-123.094577
FERN ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2018,7,49.311494,-123.032601
FIR ST & LARSON RD & WESTVIEW DR,Casualty,NORTH VANCOUVER,2018,7,49.325164,-123.089494
LYNN AVE & MAIN ST,Casualty,NORTH VANCOUVER,2018,7,49.306469,-123.036923
LYTTON ST & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2018,7,49.315281,-123.00129
