Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
ASHCROFT DR & ASTORIA CRES,Casualty,ABBOTSFORD,2018,1,49.062327,-122.333009
ASHLEY WAY & BEVAN AVE & BEVAN WAY,Casualty,ABBOTSFORD,2018,1,49.041854,-122.313619
BABICH ST & MACLURE RD,Casualty,ABBOTSFORD,2018,1,49.060168,-122.301371
BEAVER ST & DOLPHIN CRES,Casualty,ABBOTSFORD,2018,1,49.041901,-122.329155
BEAVER ST & EMERALD AVE,Casualty,ABBOTSFORD,2018,1,49.038973,-122.329238
BEAVER ST & PEARDONVILLE RD,Casualty,ABBOTSFORD,2018,1,49.045555,-122.329038
BELL RD & CLAYBURN RD,Casualty,ABBOTSFORD,2018,1,49.081915,-122.271984
BELROSE RD & TOWNE RD,Casualty,ABBOTSFORD,2018,1,49.048972,-122.089705
BEVAN AVE & GLADWIN RD,Casualty,ABBOTSFORD,2018,1,49.041842,-122.315549
BLAUSON BLVD & MCKEE RD,Casualty,ABBOTSFORD,2018,1,49.079198,-122.212739
BLUE JAY ST & CURLEW DR,Casualty,ABBOTSFORD,2018,1,49.057119,-122.370441
BLUERIDGE DR & BROOKDALE CRT,Casualty,ABBOTSFORD,2018,1,49.065976,-122.367398
BLUERIDGE DR & CRESTVIEW AVE & GOLDFINCH ST,Casualty,ABBOTSFORD,2018,1,49.065764,-122.377114
BLUERIDGE DR & HOMESTEAD CRES,Casualty,ABBOTSFORD,2018,1,49.067592,-122.354918
BLUERIDGE DR & SATURNA CRES,Casualty,ABBOTSFORD,2018,1,49.064576,-122.339166
BLUERIDGE DR & VALDES DR,Casualty,ABBOTSFORD,2018,1,49.064593,-122.340266
BOULDER ST & GEORGE FERGUSON WAY,Casualty,ABBOTSFORD,2018,1,49.055,-122.329672
BOUNDARY RD & KEITH WILSON RD,Casualty,ABBOTSFORD,2018,1,49.101892,-122.080375
BOUNDARY RD & TOWNE RD,Casualty,ABBOTSFORD,2018,1,49.058171,-122.080351
BOURQUIN CRES W & VENTURA AVE,Casualty,ABBOTSFORD,2018,1,49.052245,-122.310409
BRADNER RD & MACLURE RD,Casualty,ABBOTSFORD,2018,1,49.060448,-122.425815
BRADNER RD & RIVER RD,Casualty,ABBOTSFORD,2018,1,49.16151,-122.428543
BRADNER RD & TOWNSHIPLINE RD,Casualty,ABBOTSFORD,2018,1,49.089397,-122.426194
BROADWAY ST & PEARDONVILLE RD,Casualty,ABBOTSFORD,2018,1,49.045459,-122.32229
BUCKINGHAM DR & MCKEE RD,Casualty,ABBOTSFORD,2018,1,49.072673,-122.221893
BURGESS AVE & MT LEHMAN RD,Casualty,ABBOTSFORD,2018,1,49.111285,-122.382112
BURNSIDE DR & OLD CLAYBURN RD & SKEENA AVE,Casualty,ABBOTSFORD,2018,1,49.067713,-122.249376
BUSBY RD & MCCALLUM RD,Casualty,ABBOTSFORD,2018,1,49.043308,-122.293424
CAMPBELL AVE & GEORGE FERGUSON WAY,Casualty,ABBOTSFORD,2018,1,49.050125,-122.282583
CAMPBELL RD & MARION RD,Casualty,ABBOTSFORD,2018,1,49.045822,-122.139276
CAMPBELL RD & TOLMIE RD,Casualty,ABBOTSFORD,2018,1,49.045854,-122.095105
CARDINAL AVE & CURLEW DR & HIGHSTREET ACCESS RD,Casualty,ABBOTSFORD,2018,1,49.059032,-122.375843
CEDAR PARK PL & SOUTH FRASER WAY,Casualty,ABBOTSFORD,2018,1,49.050427,-122.335338
CENTER ST & SOUTH FRASER WAY,Casualty,ABBOTSFORD,2018,1,49.047697,-122.342656
CHARLOTTE AVE & CLEARBROOK RD,Casualty,ABBOTSFORD,2018,1,49.058672,-122.337932
CHEHALIS DR & GARIBALDI DR & MACLURE RD,Casualty,ABBOTSFORD,2018,1,49.060106,-122.321006
CLAYBURN RD & OLD CLAYBURN RD & STRAITON RD,Casualty,ABBOTSFORD,2018,1,49.082405,-122.2528
CLAYBURN RD & WRIGHT ST,Casualty,ABBOTSFORD,2018,1,49.081938,-122.261001
CLEARBROOK RD & FIR AVE,Casualty,ABBOTSFORD,2018,1,49.044856,-122.336999
CLEARBROOK RD & JOYCE AVE,Casualty,ABBOTSFORD,2018,1,49.039842,-122.337231
CLEARBROOK RD & NEWCASTLE CRT,Casualty,ABBOTSFORD,2018,1,49.069329,-122.339267
CLEARBROOK RD & NOBLE AVE,Casualty,ABBOTSFORD,2018,1,49.051135,-122.337685
CLEARBROOK RD & SHERWOOD CRES,Casualty,ABBOTSFORD,2018,1,49.041586,-122.337148
COGHLAN PL & WAGNER DR,Casualty,ABBOTSFORD,2018,1,49.063533,-122.358823
COLLEGE DR & GILLIS AVE & GILLIS RD,Casualty,ABBOTSFORD,2018,1,49.027701,-122.287787
COLLEGE DR & KING RD & SALTON RD,Casualty,ABBOTSFORD,2018,1,49.031338,-122.287634
COMMERCIAL ST & HILLCREST AVE,Casualty,ABBOTSFORD,2018,1,49.049353,-122.322421
CONRAD AVE & PRINCESS ST,Casualty,ABBOTSFORD,2018,1,49.057391,-122.343873
CORAL AVE & ROYAL ST,Casualty,ABBOTSFORD,2018,1,49.056549,-122.339259
COTTAGE LANE & MAYFAIR AVE,Casualty,ABBOTSFORD,2018,1,49.040216,-122.297077
COUTTS WAY & SUMAS WAY,Casualty,ABBOTSFORD,2018,1,49.020048,-122.265355
CRESTVIEW AVE & NORTHRIDGE WAY,Casualty,ABBOTSFORD,2018,1,49.069053,-122.376536
CRUICKSHANK ST & GEORGE FERGUSON WAY,Casualty,ABBOTSFORD,2018,1,49.054884,-122.32401
CURLEW DR & OSPREY DR W,Casualty,ABBOTSFORD,2018,1,49.059844,-122.375093
CYRIL ST & ESSENDENE AVE,Casualty,ABBOTSFORD,2018,1,49.048953,-122.286439
DAHL CRES & ELDORADO PL & MARSHALL RD,Casualty,ABBOTSFORD,2018,1,49.038446,-122.279589
DAHLSTROM PL & GEORGE FERGUSON WAY,Casualty,ABBOTSFORD,2018,1,49.055327,-122.316625
DAWSON RD & MATHERS WAY,Casualty,ABBOTSFORD,2018,1,49.089472,-122.213551
DAWSON RD & STRAITON RD & WILLET RD,Casualty,ABBOTSFORD,2018,1,49.087103,-122.222072
DE COSMOS AVE & DUNSMUIR WAY & HENGESTONE CRT,Casualty,ABBOTSFORD,2018,1,49.068548,-122.2638
DELAIR RD & EVERETT RD,Casualty,ABBOTSFORD,2018,1,49.033768,-122.254408
DELAIR RD & GRIFFITHS RD,Casualty,ABBOTSFORD,2018,1,49.036488,-122.26612
DELAIR RD & OLD YALE RD,Casualty,ABBOTSFORD,2018,1,49.039236,-122.240405
DELAIR RD & ROCKWELL DR,Casualty,ABBOTSFORD,2018,1,49.036956,-122.243349
DIXON RD & NO 4 RD,Casualty,ABBOTSFORD,2018,1,49.074974,-122.125027
DOWNES RD & LEFEUVRE RD,Casualty,ABBOTSFORD,2018,1,49.07504,-122.449012
DOWNES RD & PRAIRIE ST,Casualty,ABBOTSFORD,2018,1,49.07452,-122.321563
DOWNES RD & ROSS RD,Casualty,ABBOTSFORD,2018,1,49.075021,-122.403705
EAGLE MOUNTAIN DR & JADE DR,Casualty,ABBOTSFORD,2018,1,49.046994,-122.245272
EDGEHILL AVE & SIDONI AVE,Casualty,ABBOTSFORD,2018,1,49.055593,-122.36113
ELEANOR AVE & MARSHALL RD,Casualty,ABBOTSFORD,2018,1,49.038211,-122.266548
EMERALD AVE & MAJESTIC CRES,Casualty,ABBOTSFORD,2018,1,49.038944,-122.325979
EMERSON ST & SIMON AVE & UNSIGNED,Casualty,ABBOTSFORD,2018,1,49.053172,-122.318261
ENTERPRISE AVE & TURNER ST,Casualty,ABBOTSFORD,2018,1,49.060096,-122.287148
ESSENDENE AVE & OLD YALE RD,Casualty,ABBOTSFORD,2018,1,49.048931,-122.28563
ESSENDENE AVE & PAULINE ST,Casualty,ABBOTSFORD,2018,1,49.048974,-122.291639
ESSENDENE AVE & WILLOW LANE,Casualty,ABBOTSFORD,2018,1,49.049,-122.28351
EVERGREEN ST & OLD YALE RD,Casualty,ABBOTSFORD,2018,1,49.052015,-122.344643
FIELDGATE ST & HOMESTEAD CRES,Casualty,ABBOTSFORD,2018,1,49.069077,-122.352288
FIELDGATE ST & LEGACY CRT,Casualty,ABBOTSFORD,2018,1,49.068377,-122.352318
FILUK PL & MARSHALL RD,Casualty,ABBOTSFORD,2018,1,49.038294,-122.26128
FIRDALE AVE & OLD CLAYBURN RD,Casualty,ABBOTSFORD,2018,1,49.075135,-122.249404
FIRHILL DR & HEADWATER PL,Casualty,ABBOTSFORD,2018,1,49.063651,-122.363389
FLORA LANE & GLENMORE RD,Casualty,ABBOTSFORD,2018,1,49.104924,-122.338472
FORREST TERR & RIVERSIDE RD,Casualty,ABBOTSFORD,2018,1,49.034474,-122.272489
FOY ST & MARSHALL RD,Casualty,ABBOTSFORD,2018,1,49.038479,-122.348454
GARDEN ST & GEORGE FERGUSON WAY & ORIOLE CRES,Casualty,ABBOTSFORD,2018,1,49.054799,-122.321526
GARIBALDI DR & GLADWIN RD,Casualty,ABBOTSFORD,2018,1,49.057854,-122.315699
GEORGE AVE & WALLACE ST,Casualty,ABBOTSFORD,2018,1,49.106324,-122.291287
GEORGE FERGUSON WAY & TRINITY ST,Casualty,ABBOTSFORD,2018,1,49.050155,-122.290975
GLADWIN RD & HARWOOD CRES & NANAIMO CRES,Casualty,ABBOTSFORD,2018,1,49.069323,-122.316037
GLADWIN RD & KING RD,Casualty,ABBOTSFORD,2018,1,49.030776,-122.315551
GLADWIN RD & UNNAMED LANE,Casualty,ABBOTSFORD,2018,1,49.082242,-122.31635
GLADYS AVE & LUMAR PL & SOUTH FRASER WAY & TURNING LANE,Casualty,ABBOTSFORD,2018,1,49.040616,-122.274316
GLENMORE RD & HARRIS RD,Casualty,ABBOTSFORD,2018,1,49.103915,-122.338451
GOLDFINCH ST & SANDPIPER DR,Casualty,ABBOTSFORD,2018,1,49.062737,-122.376631
GOLDFINCH ST & SPARROW DR,Casualty,ABBOTSFORD,2018,1,49.061297,-122.375534
GRANITE AVE & TIMS ST,Casualty,ABBOTSFORD,2018,1,49.055714,-122.332282
GRANT ST & PEARDONVILLE RD,Casualty,ABBOTSFORD,2018,1,49.045868,-122.343878
GREAT NORTHERN AVE & MT LEHMAN RD,Casualty,ABBOTSFORD,2018,1,49.05056,-122.381226
GUILFORD DR & MARSHALL RD,Casualty,ABBOTSFORD,2018,1,49.038229,-122.265895
HAIDA DR & QUALICUM ST,Casualty,ABBOTSFORD,2018,1,49.067332,-122.323022
HARRIS RD & OLUND RD,Casualty,ABBOTSFORD,2018,1,49.103543,-122.37093
HARRIS RD & TURNING LANE,Casualty,ABBOTSFORD,2018,1,49.10379,-122.28885
HIGH DR & MCKEE RD,Casualty,ABBOTSFORD,2018,1,49.059964,-122.249935
HIGH DR & MCMILLAN RD,Casualty,ABBOTSFORD,2018,1,49.060061,-122.260674
HILLCREST AVE & JASPER CRT,Casualty,ABBOTSFORD,2018,1,49.049207,-122.327165
HILLCREST AVE & LYNDEN ST,Casualty,ABBOTSFORD,2018,1,49.047917,-122.329987
HILLCREST LANE & PARKVIEW ST,Casualty,ABBOTSFORD,2018,1,49.047443,-122.332515
HOPE RD & PEARDONVILLE RD,Casualty,ABBOTSFORD,2018,1,49.030228,-122.3926
HORIZON ST & RAINBOW AVE,Casualty,ABBOTSFORD,2018,1,49.036966,-122.299893
HORIZON ST & WESTBURY AVE,Casualty,ABBOTSFORD,2018,1,49.035368,-122.299875
HORN ST & MACLURE RD & TRAFALGAR ST,Casualty,ABBOTSFORD,2018,1,49.061039,-122.308031
HUNTINGDON RD & SHORT RD,Casualty,ABBOTSFORD,2018,1,49.016894,-122.304431
HWY 11 & RIVERSIDE ST & RIVERSIDE ST OFFRAMP & RIVERSIDE ST ONRAMP & TURNING LANE,Casualty,ABBOTSFORD,2018,1,49.117082,-122.294325
HWY 11 & TOWNSHIPLINE RD,Casualty,ABBOTSFORD,2018,1,49.089423,-122.286979
IMMEL ST & SADDLE ST,Casualty,ABBOTSFORD,2018,1,49.06202,-122.268252
INDUSTRIAL AVE & MCCALLUM RD,Casualty,ABBOTSFORD,2018,1,49.063995,-122.291978
INTERPROVINCIAL HWY & NO 4 RD,Casualty,ABBOTSFORD,2018,1,49.074902,-122.109703
INTERPROVINCIAL HWY & NO 5 RD,Casualty,ABBOTSFORD,2018,1,49.060348,-122.109609
KILGARD RD & NORTH PARALLEL RD,Casualty,ABBOTSFORD,2018,1,49.054612,-122.186597
KING RD & LEFEUVRE RD,Casualty,ABBOTSFORD,2018,1,49.031414,-122.448667
KING RD & TRACEY ST,Casualty,ABBOTSFORD,2018,1,49.031278,-122.355204
KINGSLEY TERR & KIPLING ST,Casualty,ABBOTSFORD,2018,1,49.030426,-122.296698
LABURNUM AVE & LATIMER ST,Casualty,ABBOTSFORD,2018,1,49.065929,-122.255973
LAUREL ST & MONTROSE AVE,Casualty,ABBOTSFORD,2018,1,49.046665,-122.29037
LEFEUVRE RD & MARSH MCCORMICK RD,Casualty,ABBOTSFORD,2018,1,49.146958,-122.450297
LEFEUVRE RD & TOWNSHIPLINE RD,Casualty,ABBOTSFORD,2018,1,49.089377,-122.448279
LEFEUVRE RD & WATSON RD,Casualty,ABBOTSFORD,2018,1,49.083799,-122.449013
LIVINGSTONE AVE & TURNING LANE,Casualty,ABBOTSFORD,2018,1,49.047088,-122.354572
LONSDALE CRES & RIDGEWAY ST,Casualty,ABBOTSFORD,2018,1,49.041099,-122.321636
LYNDEN ST & PEARDONVILLE RD,Casualty,ABBOTSFORD,2018,1,49.045559,-122.329956
MARSHALL RD & MEADOWS ST,Casualty,ABBOTSFORD,2018,1,49.038256,-122.332584
MARSHALL RD & PEARDONVILLE RD,Casualty,ABBOTSFORD,2018,1,49.039762,-122.376868
MARSHALL RD & PRIMROSE ST,Casualty,ABBOTSFORD,2018,1,49.038205,-122.309544
MARSHALL RD & TIMBERLANE DR,Casualty,ABBOTSFORD,2018,1,49.041685,-122.240276
MARSHALL RD & VINEWOOD ST,Casualty,ABBOTSFORD,2018,1,49.038343,-122.303473
MARSHALL RD & WHATCOM RD,Casualty,ABBOTSFORD,2018,1,49.049501,-122.227727
MARTENS ST & PEARDONVILLE RD,Casualty,ABBOTSFORD,2018,1,49.044463,-122.351487
MCCALLUM RD & RAINBOW AVE,Casualty,ABBOTSFORD,2018,1,49.036987,-122.293258
MCCONNELL RD & RIVERSIDE RD,Casualty,ABBOTSFORD,2018,1,49.02406,-122.271991
MCKEE RD & MCMILLAN RD,Casualty,ABBOTSFORD,2018,1,49.055493,-122.26049
MCKEE RD & SUMAS MOUNTAIN RD,Casualty,ABBOTSFORD,2018,1,49.079832,-122.205424
MCKENZIE RD & VICTORY BLVD,Casualty,ABBOTSFORD,2018,1,49.041202,-122.282396
MCMILLAN RD & SANDON DR & SANDON PL,Casualty,ABBOTSFORD,2018,1,49.051413,-122.260407
MINTER ST & SOUTH FRASER WAY,Casualty,ABBOTSFORD,2018,1,49.050955,-122.333894
MOUAT DR & TIMS ST,Casualty,ABBOTSFORD,2018,1,49.056561,-122.332301
NO 2 RD & TOLMIE RD,Casualty,ABBOTSFORD,2018,1,49.104053,-122.095189
NO 3 RD & SOUTH PARALLEL RD,Casualty,ABBOTSFORD,2018,1,49.089494,-122.1211
NO 3 RD & TRANS-CANADA HWY,Casualty,ABBOTSFORD,2018,1,49.089515,-122.125367
OLD YALE RD & SPRINGHILL ST,Casualty,ABBOTSFORD,2018,1,49.05266,-122.352984
OLD YALE RD & SUNNYSIDE ST,Casualty,ABBOTSFORD,2018,1,49.052742,-122.347701
OLD YALE RD & WESTSIDE PL,Casualty,ABBOTSFORD,2018,1,49.052671,-122.35099
OLUND RD & TOWNLINE RD,Casualty,ABBOTSFORD,2018,1,49.085999,-122.358849
PEARDONVILLE RD & QUEEN ST,Casualty,ABBOTSFORD,2018,1,49.046142,-122.367469
PEARDONVILLE RD & SOUTHDALE CRES,Casualty,ABBOTSFORD,2018,1,49.04592,-122.347796
PONDEROSA ST & RIDGEVIEW DR,Casualty,ABBOTSFORD,2018,1,49.065239,-122.354408
PONDEROSA ST & UPPER MACLURE RD,Casualty,ABBOTSFORD,2018,1,49.060356,-122.354383
RIVERSIDE RD & TRANS-CANADA HWY,Casualty,ABBOTSFORD,2018,1,49.033439,-122.2722
RIVERSIDE ST & ST OLAF AVE,Casualty,ABBOTSFORD,2018,1,49.107265,-122.294216
ROBERTS AVE & SOUTH FRASER WAY,Casualty,ABBOTSFORD,2018,1,49.049354,-122.295478
ROBERTSON AVE & WARE ST,Casualty,ABBOTSFORD,2018,1,49.048659,-122.304488
ROCKHILL PL & TOWNLINE RD,Casualty,ABBOTSFORD,2018,1,49.062625,-122.359941
ROSS RD & SIMPSON RD,Casualty,ABBOTSFORD,2018,1,49.045756,-122.40372
ROSS RD & TAYLOR RD,Casualty,ABBOTSFORD,2018,1,49.116858,-122.404306
SANDPIPER DR & SOUTHERN DR,Casualty,ABBOTSFORD,2018,1,49.05714,-122.36473
SOUTH FRASER WAY & TOWNLINE RD,Casualty,ABBOTSFORD,2018,1,49.048134,-122.360083
SOUTH PARALLEL RD & SOUTH PARALLEL RD OFFRAMP & TRANS-CANADA HWY,Casualty,ABBOTSFORD,2018,1,49.054893,-122.183544
STAGECOACH AVE & TROLLEY ST,Casualty,ABBOTSFORD,2018,1,49.049626,-122.452731
SUMAS WAY & TURNING LANE,Casualty,ABBOTSFORD,2018,1,49.031629,-122.265627
TRETHEWEY ST,Casualty,ABBOTSFORD,2018,1,49.058139,-122.326898
VYE RD & WHATCOM RD,Casualty,ABBOTSFORD,2018,1,49.017105,-122.216986
WALSH LANE & WARE ST,Casualty,ABBOTSFORD,2018,1,49.049946,-122.304377
WESTVIEW BLVD & WHATCOM RD & TURNING LANE,Casualty,ABBOTSFORD,2018,1,49.061771,-122.238436
WHATCOM RD,Casualty,ABBOTSFORD,2018,1,49.040873,-122.221766
276 ST & 28 AVE,Casualty,ABBOTSFORD,2018,2,49.053124,-122.45976
ADELAIDE ST & SOUTH FRASER WAY,Casualty,ABBOTSFORD,2018,2,49.05156,-122.328356
ALTA AVE & WARE ST,Casualty,ABBOTSFORD,2018,2,49.043202,-122.304518
BALFOUR DR & CLEARBROOK RD,Casualty,ABBOTSFORD,2018,2,49.063861,-122.33804
BEAVER ST & MARSHALL RD,Casualty,ABBOTSFORD,2018,2,49.038246,-122.329268
BEVAN AVE & PRIMROSE ST,Casualty,ABBOTSFORD,2018,2,49.041876,-122.309684
BEVAN CRES & PEARDONVILLE RD,Casualty,ABBOTSFORD,2018,2,49.045481,-122.325822
BLUE JAY ST & OSPREY DR E & OSPREY DR W,Casualty,ABBOTSFORD,2018,2,49.058075,-122.370448
BLUERIDGE DR & MT LEHMAN RD,Casualty,ABBOTSFORD,2018,2,49.065613,-122.381223
BLUERIDGE DR & NIGHTINGALE DR,Casualty,ABBOTSFORD,2018,2,49.065882,-122.372677
BRADNER RD & KING RD,Casualty,ABBOTSFORD,2018,2,49.031268,-122.426616
BRADNER RD & MARSH MCCORMICK RD,Casualty,ABBOTSFORD,2018,2,49.14781,-122.427639
BRADNER RD & MCTAVISH RD,Casualty,ABBOTSFORD,2018,2,49.132802,-122.427304
CAMPBELL RD & DIXON RD,Casualty,ABBOTSFORD,2018,2,49.045827,-122.124926
CEDAR LANE & CLEARBROOK RD,Casualty,ABBOTSFORD,2018,2,49.048636,-122.337262
CHEHALIS DR & GLADWIN RD,Casualty,ABBOTSFORD,2018,2,49.062463,-122.316035
CLEARBROOK RD & MT WADDINGTON AVE,Casualty,ABBOTSFORD,2018,2,49.052833,-122.337861
CLEARBROOK RD & SORRENTO AVE,Casualty,ABBOTSFORD,2018,2,49.066233,-122.33813
CLEARBROOK RD & TIMS AVE,Casualty,ABBOTSFORD,2018,2,49.05387,-122.337909
COTTONWOOD ST & FRASER HWY,Casualty,ABBOTSFORD,2018,2,49.057183,-122.440628
CYRIL ST & GEORGE FERGUSON WAY,Casualty,ABBOTSFORD,2018,2,49.050142,-122.286463
DAWSON RD & SUMAS MOUNTAIN RD,Casualty,ABBOTSFORD,2018,2,49.08966,-122.205565
DIAMOND CRES & TRETHEWEY ST,Casualty,ABBOTSFORD,2018,2,49.055828,-122.326796
ECHO RD & HUNTINGDON RD,Casualty,ABBOTSFORD,2018,2,49.017252,-122.39751
EMERSON ST & HILLCREST AVE,Casualty,ABBOTSFORD,2018,2,49.049487,-122.318098
EVERETT DR & MCMILLAN RD,Casualty,ABBOTSFORD,2018,2,49.04167,-122.26049
EVERETT RD & EVERETT ST & MARSHALL RD,Casualty,ABBOTSFORD,2018,2,49.038422,-122.254482
FARRANT CRES & WARE ST,Casualty,ABBOTSFORD,2018,2,49.044356,-122.304511
FIRHILL DR & RIDGEVIEW DR & TOWNLINE RD,Casualty,ABBOTSFORD,2018,2,49.064778,-122.359902
GARDEN ST & SIMON AVE,Casualty,ABBOTSFORD,2018,2,49.053415,-122.321548
GEORGE FERGUSON WAY & TRAFALGAR ST,Casualty,ABBOTSFORD,2018,2,49.054286,-122.309052
GEORGE FERGUSON WAY & WEST RAILWAY ST,Casualty,ABBOTSFORD,2018,2,49.050138,-122.289156
GLADWIN RD & MARSHALL RD,Casualty,ABBOTSFORD,2018,2,49.038137,-122.315647
GLENMORE RD & TOWNSHIPLINE RD,Casualty,ABBOTSFORD,2018,2,49.08933,-122.338469
GOLDEN AVE & TRETHEWEY ST,Casualty,ABBOTSFORD,2018,2,49.064735,-122.327542
HARRIS RD & MARTIN WAY,Casualty,ABBOTSFORD,2018,2,49.103922,-122.344304
HARRIS RD & ROSS RD,Casualty,ABBOTSFORD,2018,2,49.103994,-122.404275
HERITAGE DR & MT LEHMAN RD,Casualty,ABBOTSFORD,2018,2,49.068119,-122.381208
HOLLAND AVE & MCCALLUM RD,Casualty,ABBOTSFORD,2018,2,49.03797,-122.29331
HUNTINGDON RD & MCCALLUM RD & VYE RD,Casualty,ABBOTSFORD,2018,2,49.01687,-122.29372
HUNTINGDON RD & TOWNLINE RD,Casualty,ABBOTSFORD,2018,2,49.016848,-122.360149
HWY 11 & VALLEY RD & TURNING LANE,Casualty,ABBOTSFORD,2018,2,49.069094,-122.286142
IMMEL ST & MIERAU ST,Casualty,ABBOTSFORD,2018,2,49.062439,-122.266231
JANZEN ST & SOUTH FRASER WAY,Casualty,ABBOTSFORD,2018,2,49.04727,-122.343808
KING RD & MCKENZIE RD,Casualty,ABBOTSFORD,2018,2,49.031469,-122.281944
KING RD & RIVERSIDE RD,Casualty,ABBOTSFORD,2018,2,49.033033,-122.272183
LABURNUM AVE & MIERAU ST,Casualty,ABBOTSFORD,2018,2,49.063414,-122.266231
LABURNUM AVE & OLD CLAYBURN RD & SANDY HILL RD,Casualty,ABBOTSFORD,2018,2,49.071648,-122.249422
LILAC CRES & SUGARPINE ST,Casualty,ABBOTSFORD,2018,2,49.046185,-122.325101
MALLARD ST & UPPER MACLURE RD,Casualty,ABBOTSFORD,2018,2,49.060414,-122.363318
MARSHALL RD & MCKENZIE RD,Casualty,ABBOTSFORD,2018,2,49.038552,-122.282282
MARSHALL RD & OLD YALE RD,Casualty,ABBOTSFORD,2018,2,49.042499,-122.246318
MARSHALL RD & OLIVE WAY,Casualty,ABBOTSFORD,2018,2,49.038832,-122.288901
